fips,total,commodity,conservation,disaster,insurance,Year
29001,6890379,34294,1835698,3286457,1733930,2014
29003,5677685,24676,1166573,1602066,2884370,2014
29005,8847806,251265,711043,624157,7261341,2014
29007,9038545,79826,801736,1082738,7074245,2014
29009,8092215,36001,3865,7369306,683043,2014
29011,9714496,122722,1035056,3173087,5383631,2014
29013,14102547,142570,672483,7000089,6287405,2014
29015,4332770,54721,73179,3393476,811394,2014
29017,4046464,12160,188538,2870268,975498,2014
29019,3624802,35879,406028,1496335,1686560,2014
29021,4234446,138199,593629,745192,2757426,2014
29023,2974623,22007,114887,543279,2294450,2014
29025,7506542,55684,3132259,2259073,2059526,2014
29027,6167188,10497,940382,2818989,2397320,2014
29029,1995178,0,7322,1987856,0,2014
29031,6312486,6449,782515,2674206,2849317,2014
29033,13902506,288426,4787836,2321057,6505186,2014
29035,806140,4835,5966,795339,0,2014
29037,7873302,445672,821379,4185779,2420472,2014
29039,4220196,123778,90949,3706467,299002,2014
29041,10877961,121307,2386375,3105382,5264897,2014
29043,3053140,0,2822,2974986,75332,2014
29045,7020213,-6668,1682540,1422372,3921969,2014
29047,2244403,1714,72136,1209487,961066,2014
29049,5811744,5110,1050075,2189819,2566740,2014
29051,3361650,17954,103560,2896973,343163,2014
29053,7802733,337866,789965,2551507,4123395,2014
29055,2184490,8449,23063,2111704,41274,2014
29057,7210354,85794,212792,5768783,1142985,2014
29059,3830206,7613,5764,3754711,62118,2014
29061,10567241,6263,5107082,1911484,3542412,2014
29063,8452721,1108,2618024,3065214,2768375,2014
29065,1947236,17005,6758,1923473,0,2014
29067,5224562,18212,49927,5156423,0,2014
29069,9075119,5106929,90322,107440,3770428,2014
29071,3802815,23887,209790,2418742,1150396,2014
29073,3096299,6967,140163,2508568,440601,2014
29075,11050771,12720,4454030,3403195,3180826,2014
29077,4915542,8523,6133,4694314,206572,2014
29079,8544461,44061,3620165,1549659,3330576,2014
29081,15921965,243501,7517284,3932916,4228264,2014
29083,8377175,16422,626261,5508818,2225674,2014
29085,2811329,8196,24097,2632384,146652,2014
29087,7594066,508308,827801,282225,5975732,2014
29089,4445732,102088,1078816,1773832,1490996,2014
29091,6932946,31148,23255,6836974,41569,2014
29093,772579,0,4902,767677,0,2014
29095,1839212,61164,11443,599924,1166681,2014
29097,6301341,47383,326491,3119153,2808314,2014
29099,792293,4490,15952,601784,170067,2014
29101,10366152,81687,492292,6670669,3121504,2014
29103,9114207,458573,2308860,1888275,4458499,2014
29105,5721650,24194,10647,5477476,209333,2014
29107,6976522,281150,539500,1657629,4498243,2014
29109,7268569,43289,226293,5909573,1089414,2014
29111,7441478,78922,1272653,1336767,4753136,2014
29113,4287889,7062,497920,926528,2856379,2014
29115,11016907,20547,3672564,4179959,3143837,2014
29117,8284160,57498,2912890,1086745,4227027,2014
29119,2779234,8321,5385,2679548,85980,2014
29121,11468307,153761,3317725,4162164,3834657,2014
29123,1448480,-1434,4293,1430585,15036,2014
29125,4254363,54341,63004,4004197,132821,2014
29127,5957459,58033,928503,978287,3992636,2014
29129,6855015,42470,2410224,2565548,1836773,2014
29131,4628697,47286,4568,4466837,110006,2014
29133,4342255,153288,285651,18006,3885310,2014
29135,6274516,183379,627064,4385763,1078310,2014
29137,10006243,791657,2318326,2311207,4585053,2014
29139,4710664,33948,365822,1109622,3201272,2014
29141,3755034,8209,29688,3254610,462527,2014
29143,8587744,3159333,250203,11561,5166647,2014
29145,4882520,23150,46478,4134363,678529,2014
29147,15805778,108989,3788942,5607600,6300247,2014
29149,5739777,3919,7916,5716347,11595,2014
29151,5578346,90651,112355,4787458,587882,2014
29153,5256292,0,1767,5254525,0,2014
29155,7187514,2775282,94480,6515,4311237,2014
29157,4589244,3796,437254,2103339,2044855,2014
29159,9056087,300240,851146,4139514,3765187,2014
29161,3311148,0,14767,3281208,15173,2014
29163,6980877,14335,803126,1864200,4299216,2014
29165,4383912,659375,247398,911859,2565280,2014
29167,7276516,29721,41777,7021995,183023,2014
29169,1816485,0,1229,1772591,42665,2014
29171,7656059,10534,1946037,4057581,1641907,2014
29173,6616477,120734,1774544,1379203,3341996,2014
29175,5820354,30187,2139090,2158408,1492669,2014
29177,7460679,153394,1746288,2422144,3138853,2014
29179,748080,0,4657,743423,0,2014
29181,2293838,2759,97592,1874521,318966,2014
29183,3358667,-37756,62197,213159,3121067,2014
29185,5223355,76046,286090,3343076,1518143,2014
29186,827212,0,0,0,827212,2014
29187,1236353,356,58709,1115817,61471,2014
29189,403963,525,574,6264,396600,2014
29193,1456906,35,392505,1064366,0,2014
29195,9476441,898926,1159530,1973022,5444963,2014
29197,5225628,9295,1297737,2745210,1173386,2014
29199,7646971,221191,2841603,1100440,3483737,2014
29201,5064839,581833,679177,579556,3224273,2014
29203,1754164,0,4790,1749374,0,2014
29205,6762409,106886,1172763,1344809,4137951,2014
29207,10541505,1163637,1246908,768995,7361965,2014
29209,2835805,0,5359,2830446,0,2014
29211,11058246,67909,3816738,5451006,1722593,2014
29213,2123216,0,7999,2115217,0,2014
29215,6110947,0,768,6085034,25145,2014
29217,13876067,159333,1541458,6865400,5309876,2014
29219,2074690,18106,167543,437540,1451501,2014
29221,1037968,0,3886,1034082,0,2014
29223,1492545,-1929,32757,1363838,97879,2014
29225,5187235,17266,1795,4985413,182761,2014
29227,6138079,2707,2885053,2190532,1059787,2014
29229,7603353,43726,947,7480615,78065,2014
29001,4840058,846317,2009554,177952,1806235,2013
29003,6642783,1679979,1217441,240797,3504566,2013
29005,16818017,4944354,1147760,1877899,8848004,2013
29007,17467496,4216087,835299,4767772,7648338,2013
29009,1412978,172979,180480,246907,812612,2013
29011,12754303,3008317,1132633,2670141,5943212,2013
29013,13210846,2806233,752820,2650007,7001785,2013
29015,1641983,578101,146043,89417,828422,2013
29017,1944999,704585,192685,63198,984531,2013
29019,3907982,1080650,397936,533658,1895738,2013
29021,5728940,1576243,665914,102850,3383933,2013
29023,10989027,8246146,53993,177478,2511410,2013
29025,7093401,1456206,3126030,160679,2350486,2013
29027,5518606,1670579,922551,344322,2581154,2013
29029,42889,18672,24217,0,0,2013
29031,6654300,1953629,883170,545895,3271606,2013
29033,16944431,3863995,4609535,1095248,7375653,2013
29035,20871,7457,13414,0,0,2013
29037,6846040,2279788,761693,1011776,2792783,2013
29039,1283141,203744,599263,127629,352505,2013
29041,11654170,3408641,2428714,41953,5774862,2013
29043,195961,71074,18968,26588,79331,2013
29045,10274119,2210227,1645369,2371491,4047032,2013
29047,1662846,432374,74394,68680,1087398,2013
29049,5389258,1245236,1060206,51426,3032390,2013
29051,923059,405962,115918,45627,355552,2013
29053,8971947,2534037,837449,1112182,4488279,2013
29055,96731,36067,31603,-3,29064,2013
29057,3055937,957172,254702,582580,1261483,2013
29059,293304,109727,47123,64297,72157,2013
29061,10177917,1538760,4954691,1916,3682550,2013
29063,7047237,1356503,2600856,30836,3059042,2013
29065,20426,8586,11840,0,0,2013
29067,261942,163976,82716,587,14663,2013
29069,10752764,6311704,110100,279729,4051231,2013
29071,2437034,844802,224394,143778,1224060,2013
29073,902246,338921,130869,9813,422643,2013
29075,9688044,1344457,4420210,167745,3755632,2013
29077,550363,127975,54732,97294,270362,2013
29079,9148137,1568489,3633027,72966,3873655,2013
29081,14456708,2294581,7172003,94034,4896090,2013
29083,4792432,1364460,722622,265392,2439958,2013
29085,639421,142559,80748,267978,148136,2013
29087,14043709,2896504,1463460,2144632,7539113,2013
29089,4497630,1546075,1206813,91256,1653486,2013
29091,349865,43433,205428,101004,0,2013
29093,7501,3009,4492,0,0,2013
29095,2471395,763734,16814,348874,1341973,2013
29097,5666049,1415479,378457,825498,3046615,2013
29099,265550,115592,20065,0,129893,2013
29101,6511369,2059218,621075,593954,3237122,2013
29103,10504782,1738885,2265361,1677803,4822733,2013
29105,428907,189953,12586,0,226368,2013
29107,10360231,4190778,536921,223835,5408697,2013
29109,2894913,571606,525633,521989,1275685,2013
29111,12956538,2234555,1216510,4323278,5182195,2013
29113,5993065,1925225,518436,637553,2911851,2013
29115,8843800,1419299,3850868,74547,3499086,2013
29117,9734559,2024516,3007895,6297,4695851,2013
29119,147825,30692,6712,1341,109080,2013
29121,10557568,2277790,3420686,981837,3877255,2013
29123,51283,19962,12185,0,19136,2013
29125,291269,96786,66095,15762,112626,2013
29127,9779893,2043005,930917,2559340,4246631,2013
29129,5144808,816043,2354114,50511,1924140,2013
29131,299620,132927,9480,6784,150429,2013
29133,10481191,4127976,404614,44849,5903752,2013
29135,3794499,1401056,720357,499915,1173171,2013
29137,14866131,4337592,2414945,3091979,5021616,2013
29139,7636016,2072366,393297,1681641,3488712,2013
29141,1161504,374730,51669,213101,522004,2013
29143,14773487,9082963,270665,60946,5358913,2013
29145,1148084,297164,52937,55219,742764,2013
29147,16209726,3973289,3795916,746649,7693872,2013
29149,436937,21986,164862,250089,0,2013
29151,1455910,649090,153468,71156,582196,2013
29153,157547,37169,8785,111593,0,2013
29155,10555511,5230253,95927,391933,4837398,2013
29157,4172012,1297162,422588,271238,2181024,2013
29159,8255323,2786889,968179,300736,4199519,2013
29161,119264,58352,37873,16496,6543,2013
29163,8862004,2290825,851013,1280497,4439668,2013
29165,5908639,1665655,448073,808629,2986282,2013
29167,732571,297829,83848,136250,214644,2013
29169,86605,15844,9526,2270,58965,2013
29171,4773384,782909,2054138,96039,1840298,2013
29173,9665582,2554609,1656187,1869073,3585713,2013
29175,5231172,1036299,2170981,513686,1510206,2013
29177,7768600,2093255,1711495,499890,3463960,2013
29179,28663,17152,11511,0,0,2013
29181,1030081,604371,101189,0,324521,2013
29183,5939340,2031081,69360,367417,3471482,2013
29185,3356982,887759,278382,490375,1700466,2013
29186,765420,0,0,0,765420,2013
29187,241458,101546,59499,10229,70184,2013
29189,632498,113407,6482,17587,495022,2013
29193,1185315,703163,336155,145997,0,2013
29195,14557447,6655796,1229901,366628,6305122,2013
29197,3528395,553282,1329979,358663,1286471,2013
29199,10323894,2097779,2888650,1631968,3705497,2013
29201,8671470,3658546,511027,517300,3984597,2013
29203,29298,2675,22947,3676,0,2013
29205,9998678,2604357,1084429,1867852,4442040,2013
29207,22400052,11662032,1271595,1105292,8361133,2013
29209,90519,70272,9121,11126,0,2013
29211,6320536,640226,3856825,51717,1771768,2013
29213,67221,13350,32886,20985,0,2013
29215,258573,210280,29468,18825,0,2013
29217,13208176,2124691,1598337,3717299,5767850,2013
29219,3029308,942499,184406,398794,1503609,2013
29221,3886,0,3886,0,0,2013
29223,278048,93722,100751,0,83575,2013
29225,501872,221907,33567,46811,199587,2013
29227,4519712,614903,2564159,138588,1202062,2013
29229,561961,341220,20434,89484,110823,2013
29001,4936402,772046,2030861,484328,1649168,2012
29003,6364202,1749721,1391260,106785,3116436,2012
29005,14510558,4255650,2219180,454451,7581277,2012
29007,12767928,4269600,938565,78260,7481503,2012
29009,1214089,369084,6050,203139,635816,2012
29011,8315521,2250091,1168465,58146,4838819,2012
29013,9238674,2879878,829602,110653,5418541,2012
29015,1355298,617442,69709,0,668147,2012
29017,1824919,754151,274477,0,796291,2012
29019,3399837,1149866,416135,124718,1709118,2012
29021,5790807,1794411,939752,260036,2796607,2012
29023,11476226,8974235,103483,33367,2365141,2012
29025,6580265,1195226,3194345,196168,1994526,2012
29027,4761036,1423673,926732,16348,2394283,2012
29029,37417,31833,5584,0,0,2012
29031,5813494,2034447,934680,91693,2752674,2012
29033,15291528,3408347,4294130,659660,6929391,2012
29035,21976,8156,13820,0,0,2012
29037,4724737,1349806,818231,174768,2381932,2012
29039,672857,224986,94407,75676,277788,2012
29041,11211529,3165331,2500985,423217,5121996,2012
29043,188377,148202,3631,1333,35211,2012
29045,8513961,2065379,1741161,645447,4061974,2012
29047,1525074,384793,66329,67373,1006578,2012
29049,5127746,1209211,1236220,11695,2670620,2012
29051,895411,448254,109519,30116,307522,2012
29053,6742268,1990722,840882,104587,3806077,2012
29055,79329,36183,20886,0,22260,2012
29057,2214034,976481,263657,16998,956898,2012
29059,383566,277675,27209,31752,46930,2012
29061,9832037,1605622,4886257,138937,3201220,2012
29063,6915866,1367271,2722900,156647,2669048,2012
29065,21618,9396,9702,2520,0,2012
29067,422907,380461,9217,33229,0,2012
29069,10345653,6901459,130182,23241,3290771,2012
29071,2303599,943989,206864,32815,1119931,2012
29073,882955,353066,136418,4678,388793,2012
29075,9738418,1591013,4523635,318164,3305606,2012
29077,440220,229927,6954,41055,162284,2012
29079,8746948,1427180,3085588,627284,3606896,2012
29081,12985266,1761514,6276592,445824,4501336,2012
29083,4219706,1500398,700341,63800,1955167,2012
29085,465229,157907,33657,156713,116952,2012
29087,13004854,3151558,1192393,1492838,7168065,2012
29089,4154205,1504316,1211566,23356,1414967,2012
29091,306345,144319,62737,99289,0,2012
29093,3746,3115,631,0,0,2012
29095,2104877,634373,70031,140766,1259706,2012
29097,3999808,1238824,427376,13446,2320162,2012
29099,354362,210642,15758,0,127962,2012
29101,5243894,1893044,511206,22349,2817294,2012
29103,9516619,1848072,2327991,784269,4556287,2012
29105,567244,373070,34483,0,159691,2012
29107,9024419,3366425,508360,173133,4976501,2012
29109,2248581,787634,288590,241028,931329,2012
29111,9197303,1880808,1411740,826565,5078190,2012
29113,4831149,2088241,487980,1263,2253664,2012
29115,8299615,1314819,3742142,72703,3169950,2012
29117,8881279,1997616,2644643,108645,4130375,2012
29119,181500,53021,40699,19798,67981,2012
29121,10015500,1682000,3339898,1224272,3769330,2012
29123,83941,23279,47616,0,13046,2012
29125,246269,97555,56181,0,92533,2012
29127,7797313,1807051,893491,752484,4344287,2012
29129,5264458,808685,2308907,446673,1700193,2012
29131,201085,116663,2236,470,81716,2012
29133,11022218,4024616,2003481,20600,4973521,2012
29135,2859075,929534,773456,90085,1066000,2012
29137,10194997,2224604,2493530,268309,5208554,2012
29139,5849023,2129696,433783,75981,3209563,2012
29141,805542,323366,42708,0,439468,2012
29143,14989882,9601270,646782,35228,4706602,2012
29145,1152580,418168,123357,61325,549730,2012
29147,15236593,3869567,3849845,321884,7195297,2012
29149,146477,61717,83724,1036,0,2012
29151,1133066,415544,165419,1969,550134,2012
29153,232210,92223,30583,109404,0,2012
29155,10204177,5881849,116071,300548,3905709,2012
29157,3694048,1428738,421202,8156,1835952,2012
29159,7409714,2608659,873371,43997,3883687,2012
29161,88799,62349,22208,0,4242,2012
29163,7448955,2421407,891782,245068,3890698,2012
29165,5227472,1765428,574786,377887,2509371,2012
29167,676584,444382,78618,57966,95618,2012
29169,37574,17335,1274,0,18965,2012
29171,4543312,578817,2117587,352627,1494281,2012
29173,7516449,2289510,1662058,211968,3352913,2012
29175,4644398,1088238,2108417,106474,1341269,2012
29177,7634998,1786924,1780933,894952,3172189,2012
29179,27518,22305,5213,0,0,2012
29181,1004052,541340,128757,0,333955,2012
29183,4607133,1541468,56330,43690,2965645,2012
29185,2480538,964329,297645,25717,1192847,2012
29186,626698,0,0,0,626698,2012
29187,168249,88262,41022,0,38965,2012
29189,527634,127340,20655,0,379639,2012
29193,1042033,703386,328046,10601,0,2012
29195,11816562,4603288,1229863,70898,5912513,2012
29197,2919949,555767,1248273,153673,962236,2012
29199,8806550,1772699,2711125,755845,3566881,2012
29201,7541160,3650565,662843,104789,3122963,2012
29203,8580,3096,5484,0,0,2012
29205,8822531,2224644,1070028,1075373,4452486,2012
29207,22125224,13349812,1332051,204629,7238732,2012
29209,161674,152160,5359,4155,0,2012
29211,6186275,706782,3801729,86992,1590772,2012
29213,72925,23422,41995,7508,0,2012
29215,519323,483046,12564,23713,0,2012
29217,8944173,2467100,1793322,77181,4606571,2012
29219,2597055,936557,207003,18459,1435036,2012
29221,346,0,346,0,0,2012
29223,248599,96006,52239,0,100354,2012
29225,697491,526363,4034,33862,133232,2012
29227,4185416,638709,2299427,244957,1002323,2012
29229,873542,806251,947,6870,59474,2012
29001,5125151,806622,2404481,223781,1690266,2011
29003,6875301,1725426,1373307,107901,3668667,2011
29005,13573188,4192240,662684,70016,8648248,2011
29007,13007480,4273228,1047377,59759,7627115,2011
29009,793978,150138,8930,90176,544734,2011
29011,8656068,2500639,1375426,0,4780003,2011
29013,9665856,3001879,993032,33810,5637135,2011
29015,1417824,580491,104193,0,733140,2011
29017,1735546,778474,286024,0,671048,2011
29019,3404059,1180333,484821,0,1738904,2011
29021,5651782,1746898,732988,115479,3056418,2011
29023,11740560,8771023,76273,59222,2834042,2011
29025,6699388,1234995,3308381,77573,2078439,2011
29027,5081139,1446828,928591,39825,2665895,2011
29029,31523,20057,11466,0,0,2011
29031,5599899,1869648,961297,26436,2742518,2011
29033,15797527,3475930,4255760,142456,7923381,2011
29035,16757,7552,9205,0,0,2011
29037,4831729,1397188,884857,1915,2547769,2011
29039,641130,228952,136625,6466,269087,2011
29041,11744066,3138216,2592424,5726,6007700,2011
29043,58301,26426,3631,2377,25867,2011
29045,8164370,2078558,1682775,62610,4340427,2011
29047,1536524,368252,72519,8471,1087282,2011
29049,5569727,1182886,1303295,5317,3078229,2011
29051,892110,385977,122679,2787,380667,2011
29053,7099937,2097169,1009616,0,3993152,2011
29055,99534,38858,58626,2049,0,2011
29057,2357927,1044267,291551,73212,948897,2011
29059,76414,35731,8323,13618,18742,2011
29061,10029978,1631081,4961762,100678,3336456,2011
29063,7019572,1332019,2770538,88763,2828251,2011
29065,19157,9482,9675,0,0,2011
29067,63613,16059,47554,0,0,2011
29069,11668343,6884486,127399,410530,4245928,2011
29071,2352469,840128,240868,5271,1266202,2011
29073,905200,346708,144109,19,414364,2011
29075,8898789,1393530,3609324,461524,3434410,2011
29077,239488,87753,8339,9227,134169,2011
29079,9098743,1392356,3005839,455587,4244961,2011
29081,13429672,1779726,6194500,789390,4666056,2011
29083,4249865,1482383,809980,45790,1911712,2011
29085,338929,205003,24837,18749,90340,2011
29087,11677341,3196204,864566,60603,7555969,2011
29089,4477942,1517497,1295022,4252,1661171,2011
29091,138343,50854,76606,10883,0,2011
29093,5715,5084,631,0,0,2011
29095,2310350,744756,20756,6077,1538761,2011
29097,4106875,1393113,558933,6180,2148649,2011
29099,321287,162943,26965,0,131379,2011
29101,5656898,1910714,617254,84311,3044619,2011
29103,9471549,1855807,2492867,469286,4653589,2011
29105,217672,68595,21230,761,127086,2011
29107,10023380,3411681,608899,17747,5985054,2011
29109,1655336,498801,304664,11529,840342,2011
29111,8861290,1930201,1444663,270475,5215951,2011
29113,5056114,2059040,508491,90513,2398071,2011
29115,8786284,1269207,4089596,4083,3423398,2011
29117,10331539,2192088,2685556,509275,4944620,2011
29119,157645,79134,12139,14347,52025,2011
29121,9316871,1676276,3513082,30113,4097401,2011
29123,48641,27389,11185,0,10067,2011
29125,247520,113138,61254,0,73128,2011
29127,7357084,1891791,919337,89940,4456015,2011
29129,5561475,833786,2558390,387583,1781717,2011
29131,235617,137160,5850,0,92607,2011
29133,10443454,4401673,372640,142129,5527012,2011
29135,2985053,1071780,819568,2877,1090828,2011
29137,10118791,2229471,2610763,107195,5171362,2011
29139,6256559,2126365,461127,148552,3520516,2011
29141,882103,325018,52493,0,504592,2011
29143,18394042,9840851,273278,445688,7834225,2011
29145,1041411,347926,79901,78636,534948,2011
29147,16575466,3833780,4099716,429851,8212119,2011
29149,713185,56569,25740,630876,0,2011
29151,1179541,452991,172840,24,553686,2011
29153,83204,3950,79254,0,0,2011
29155,11495112,5969927,89623,377513,5058049,2011
29157,3523872,1298968,507461,812,1716631,2011
29159,7948613,2641365,1033127,0,4274121,2011
29161,116630,79402,32634,379,4216,2011
29163,7736728,2429103,922027,183741,4201857,2011
29165,4919106,1796450,319783,0,2802872,2011
29167,310613,165324,64267,36429,44593,2011
29169,71141,22349,3109,0,45683,2011
29171,4614849,637773,2293499,102823,1580754,2011
29173,7601412,2239264,1753554,104779,3503815,2011
29175,4713848,992845,2305369,0,1415634,2011
29177,7619395,1814289,1831375,228984,3744747,2011
29179,38768,22091,16677,0,0,2011
29181,1354345,664252,194140,154720,341233,2011
29183,5284666,1709153,108997,27463,3439053,2011
29185,2456049,1035815,346010,6961,1067263,2011
29186,780968,0,0,0,780968,2011
29187,193022,98643,54971,0,39408,2011
29189,635884,163325,3501,1414,467644,2011
29193,1077411,698459,359421,19531,0,2011
29195,13357431,4856250,1325529,65114,7110538,2011
29197,3115003,543732,1410742,155047,1005482,2011
29199,8496970,1571660,2920442,218216,3786652,2011
29201,8240218,3652493,700352,81026,3806347,2011
29203,28139,3915,24224,0,0,2011
29205,8173211,2208725,1125953,88291,4750242,2011
29207,25511096,13421006,1362822,86588,10640680,2011
29209,25670,5856,5359,14455,0,2011
29211,6464501,706474,4037315,125495,1595217,2011
29213,14287,5240,9047,0,0,2011
29215,43447,24496,12564,6387,0,2011
29217,8917754,2333907,2112311,126663,4344873,2011
29219,2814096,949325,257336,64312,1543123,2011
29221,346,0,346,0,0,2011
29223,269829,102600,106082,0,61147,2011
29225,129388,59732,8149,2247,59260,2011
29227,4321579,633392,2176330,420678,1091179,2011
29229,156952,129433,947,648,25924,2011
29001,4936402,772046,2030861,484328,1649168,2010
29003,6364202,1749721,1391260,106785,3116436,2010
29005,14510558,4255650,2219180,454451,7581277,2010
29007,12767928,4269600,938565,78260,7481503,2010
29009,1214089,369084,6050,203139,635816,2010
29011,8315521,2250091,1168465,58146,4838819,2010
29013,9238674,2879878,829602,110653,5418541,2010
29015,1355298,617442,69709,0,668147,2010
29017,1824919,754151,274477,0,796291,2010
29019,3399837,1149866,416135,124718,1709118,2010
29021,5790807,1794411,939752,260036,2796607,2010
29023,11476226,8974235,103483,33367,2365141,2010
29025,6580265,1195226,3194345,196168,1994526,2010
29027,4761036,1423673,926732,16348,2394283,2010
29029,37417,31833,5584,0,0,2010
29031,5813494,2034447,934680,91693,2752674,2010
29033,15291528,3408347,4294130,659660,6929391,2010
29035,21976,8156,13820,0,0,2010
29037,4724737,1349806,818231,174768,2381932,2010
29039,672857,224986,94407,75676,277788,2010
29041,11211529,3165331,2500985,423217,5121996,2010
29043,188377,148202,3631,1333,35211,2010
29045,8513961,2065379,1741161,645447,4061974,2010
29047,1525074,384793,66329,67373,1006578,2010
29049,5127746,1209211,1236220,11695,2670620,2010
29051,895411,448254,109519,30116,307522,2010
29053,6742268,1990722,840882,104587,3806077,2010
29055,79329,36183,20886,0,22260,2010
29057,2214034,976481,263657,16998,956898,2010
29059,383566,277675,27209,31752,46930,2010
29061,9832037,1605622,4886257,138937,3201220,2010
29063,6915866,1367271,2722900,156647,2669048,2010
29065,21618,9396,9702,2520,0,2010
29067,422907,380461,9217,33229,0,2010
29069,10345653,6901459,130182,23241,3290771,2010
29071,2303599,943989,206864,32815,1119931,2010
29073,882955,353066,136418,4678,388793,2010
29075,9738418,1591013,4523635,318164,3305606,2010
29077,440220,229927,6954,41055,162284,2010
29079,8746948,1427180,3085588,627284,3606896,2010
29081,12985266,1761514,6276592,445824,4501336,2010
29083,4219706,1500398,700341,63800,1955167,2010
29085,465229,157907,33657,156713,116952,2010
29087,13004854,3151558,1192393,1492838,7168065,2010
29089,4154205,1504316,1211566,23356,1414967,2010
29091,306345,144319,62737,99289,0,2010
29093,3746,3115,631,0,0,2010
29095,2104877,634373,70031,140766,1259706,2010
29097,3999808,1238824,427376,13446,2320162,2010
29099,354362,210642,15758,0,127962,2010
29101,5243894,1893044,511206,22349,2817294,2010
29103,9516619,1848072,2327991,784269,4556287,2010
29105,567244,373070,34483,0,159691,2010
29107,9024419,3366425,508360,173133,4976501,2010
29109,2248581,787634,288590,241028,931329,2010
29111,9197303,1880808,1411740,826565,5078190,2010
29113,4831149,2088241,487980,1263,2253664,2010
29115,8299615,1314819,3742142,72703,3169950,2010
29117,8881279,1997616,2644643,108645,4130375,2010
29119,181500,53021,40699,19798,67981,2010
29121,10015500,1682000,3339898,1224272,3769330,2010
29123,83941,23279,47616,0,13046,2010
29125,246269,97555,56181,0,92533,2010
29127,7797313,1807051,893491,752484,4344287,2010
29129,5264458,808685,2308907,446673,1700193,2010
29131,201085,116663,2236,470,81716,2010
29133,11022218,4024616,2003481,20600,4973521,2010
29135,2859075,929534,773456,90085,1066000,2010
29137,10194997,2224604,2493530,268309,5208554,2010
29139,5849023,2129696,433783,75981,3209563,2010
29141,805542,323366,42708,0,439468,2010
29143,14989882,9601270,646782,35228,4706602,2010
29145,1152580,418168,123357,61325,549730,2010
29147,15236593,3869567,3849845,321884,7195297,2010
29149,146477,61717,83724,1036,0,2010
29151,1133066,415544,165419,1969,550134,2010
29153,232210,92223,30583,109404,0,2010
29155,10204177,5881849,116071,300548,3905709,2010
29157,3694048,1428738,421202,8156,1835952,2010
29159,7409714,2608659,873371,43997,3883687,2010
29161,88799,62349,22208,0,4242,2010
29163,7448955,2421407,891782,245068,3890698,2010
29165,5227472,1765428,574786,377887,2509371,2010
29167,676584,444382,78618,57966,95618,2010
29169,37574,17335,1274,0,18965,2010
29171,4543312,578817,2117587,352627,1494281,2010
29173,7516449,2289510,1662058,211968,3352913,2010
29175,4644398,1088238,2108417,106474,1341269,2010
29177,7634998,1786924,1780933,894952,3172189,2010
29179,27518,22305,5213,0,0,2010
29181,1004052,541340,128757,0,333955,2010
29183,4607133,1541468,56330,43690,2965645,2010
29185,2480538,964329,297645,25717,1192847,2010
29186,626698,0,0,0,626698,2010
29187,168249,88262,41022,0,38965,2010
29189,527634,127340,20655,0,379639,2010
29193,1042033,703386,328046,10601,0,2010
29195,11816562,4603288,1229863,70898,5912513,2010
29197,2919949,555767,1248273,153673,962236,2010
29199,8806550,1772699,2711125,755845,3566881,2010
29201,7541160,3650565,662843,104789,3122963,2010
29203,8580,3096,5484,0,0,2010
29205,8822531,2224644,1070028,1075373,4452486,2010
29207,22125224,13349812,1332051,204629,7238732,2010
29209,161674,152160,5359,4155,0,2010
29211,6186275,706782,3801729,86992,1590772,2010
29213,72925,23422,41995,7508,0,2010
29215,519323,483046,12564,23713,0,2010
29217,8944173,2467100,1793322,77181,4606571,2010
29219,2597055,936557,207003,18459,1435036,2010
29221,346,0,346,0,0,2010
29223,248599,96006,52239,0,100354,2010
29225,697491,526363,4034,33862,133232,2010
29227,4185416,638709,2299427,244957,1002323,2010
29229,873542,806251,947,6870,59474,2010
28001,1273903,551410,323461,33399,365633,2019
28003,3177487,2246339,239798,49623,641727,2019
28005,279374,88396,167957,0,23021,2019
28007,1893858,887328,834060,0,172470,2019
28009,1866684,1321772,123128,0,421784,2019
28011,58526926,48880845,850868,85329,8709884,2019
28013,12773048,6164702,2044904,2017474,2545968,2019
28015,3375980,1335490,967349,0,1073141,2019
28017,7873299,4020893,1708241,951795,1192370,2019
28019,385366,138269,185128,0,61969,2019
28021,1452250,807185,381820,3540,259705,2019
28023,369904,256073,84697,0,29135,2019
28025,2165660,873337,801316,0,491007,2019
28027,53930268,45579180,1322650,107436,6921002,2019
28029,968573,599324,289615,0,79634,2019
28031,1343171,1047659,130913,0,164599,2019
28033,6845478,5358365,240134,0,1246979,2019
28035,1092213,882821,96711,72612,40069,2019
28037,96540,55903,33967,0,6670,2019
28039,2464216,1502196,21403,624358,316259,2019
28041,98561,60754,6869,0,30938,2019
28043,3610069,2464582,554711,42592,548184,2019
28045,102843,80046,5657,0,17140,2019
28047,64281,17762,11214,0,35305,2019
28049,3679897,2138108,805868,8490,727431,2019
28051,15981890,11495770,1849665,440,2636015,2019
28053,18514366,11617936,810876,31738,6053816,2019
28055,10568909,6584987,471231,0,3512691,2019
28057,2053485,1328082,328877,1388,395138,2019
28059,963095,581513,0,254205,127377,2019
28061,334653,116676,217977,0,0,2019
28063,1576524,919011,71224,34432,551857,2019
28065,97721,32648,50073,0,15000,2019
28067,513812,324344,136657,0,52811,2019
28069,208826,4662,177777,0,26387,2019
28071,1837003,1158921,344600,12492,320990,2019
28073,229253,142636,27176,25110,34331,2019
